SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-6-2019,Single Family Residential,961 Tara Oaks Dr,Chesterfield,MO,63005,847500,4,4.5,Tara At Wildhorse,6057,24394,2000,,140,,Sold,,,https://www.redfin.com/MO/Chesterfield/961-Tara-Oaks-Dr-63005/home/93625408,MARIS,19005105,N,Y,38.6528595,-90.6472765
PAST SALE,June-14-2018,Single Family Residential,118 Grand Meridien Forest Dr,Wildwood,MO,63005,1799900,6,7.0,Arbor Trace,6305,98881,2007,,285,100,Sold,,,https://www.redfin.com/MO/Wildwood/118-Grand-Meridien-Forest-Dr-63005/home/67610399,MARIS,18007298,N,Y,38.6363821,-90.6522516
PAST SALE,October-1-2019,Single Family Residential,352 Wild Horse Canyon Dr,Wildwood,MO,63005,499900,5,4.0,Wild Horse Canyon,5133,134165,1994,,97,67,Sold,,,https://www.redfin.com/MO/Wildwood/352-Wild-Horse-Canyon-Dr-63005/home/93485991,MARIS,19044866,N,Y,38.6405048,-90.6627416
PAST SALE,February-1-2019,Single Family Residential,911 Orrville Wood Ln,Wildwood,MO,63005,515000,4,2.5,Spring Hollow,2796,192100,1972,,184,42,Sold,,,https://www.redfin.com/MO/Wildwood/911-Orrville-Wood-Ln-63005/home/93627239,MARIS,18077174,N,Y,38.6360171,-90.6483505
PAST SALE,January-30-2020,Single Family Residential,17700 Birch Leaf Ct,Wildwood,MO,63005,535000,5,3.5,Wildhorse Village J Record Two,3655,23087,1993,,146,67,Sold,,,https://www.redfin.com/MO/Wildwood/17700-Birch-Leaf-Ct-63005/home/93485185,MARIS,19062911,N,Y,38.6389752,-90.6431102
PAST SALE,January-28-2021,Single Family Residential,18205 Hager Ln,Chesterfield,MO,63005,1475000,5,5.0,Wildhorse Creek Forest,7996,495277,2000,,184,67,Sold,,,https://www.redfin.com/MO/Chesterfield/18205-Hager-Ln-63005/home/93485641,MARIS,20071615,N,Y,38.6483009,-90.669253
PAST SALE,November-23-2021,Single Family Residential,316 Pine Bend Dr,Wildwood,MO,63005,940000,5,4.5,Pine Creek,6226,26572,1998,,151,42,Sold,,,https://www.redfin.com/MO/Wildwood/316-Pine-Bend-Dr-63005/home/93485695,MARIS,21041787,N,Y,38.6452913,-90.6565919
PAST SALE,June-2-2020,Single Family Residential,311 Wardenburg Farms Dr,Wildwood,MO,63005,2295000,5,5.5,Wardenburg Farms,7477,131028,2012,,307,,Sold,,,https://www.redfin.com/MO/Wildwood/311-Wardenburg-Farms-Dr-63005/home/93328806,MARIS,20001409,N,Y,38.6450707,-90.6520728
PAST SALE,April-7-2020,Single Family Residential,18750 Eatherton Valley Rd,Wildwood,MO,63005,375000,4,2.5,Eatherton Valley,2260,130680,1983,,166,,Sold,,,https://www.redfin.com/MO/Wildwood/18750-Eatherton-Valley-Rd-63005/home/62745543,MARIS,19087925,N,Y,38.6416005,-90.6609447
PAST SALE,July-16-2019,Single Family Residential,201 Fick Farm Rd,Chesterfield,MO,63005,849000,5,6.0,Wild Horse Heights,7494,261360,1998,,113,41,Sold,,,https://www.redfin.com/MO/Chesterfield/201-Fick-Farm-Rd-63005/home/93477400,MARIS,19005500,N,Y,38.6504777,-90.65819
PAST SALE,January-8-2019,Single Family Residential,18214 Hager Ln,Chesterfield,MO,63005,1490000,5,5.5,Wildhorse Creek Forest,8000,137650,2002,,186,50,Sold,,,https://www.redfin.com/MO/Chesterfield/18214-Hager-Ln-63005/home/93477325,MARIS,18039429,N,Y,38.6493334,-90.6662244
PAST SALE,July-30-2019,Single Family Residential,18129 Big Pine Ct,Wildwood,MO,63005,775000,4,4.0,Pine Creek,4884,24829,1997,,159,42,Sold,,,https://www.redfin.com/MO/Wildwood/18129-Big-Pine-Ct-63005/home/93486007,MARIS,19007110,N,Y,38.6402993,-90.6547383
PAST SALE,September-28-2018,Single Family Residential,17723 Birch Leaf Ct,Wildwood,MO,63005,675000,5,5.5,Wildhorse Village,5859,24394,1990,,115,67,Sold,,,https://www.redfin.com/MO/Wildwood/17723-Birch-Leaf-Ct-63005/home/93485238,MARIS,18032591,N,Y,38.6406978,-90.6427399
PAST SALE,September-28-2022,Single Family Residential,338 Highway 109,Wildwood,MO,63005,299000,4,2.0,Wildwood,1536,47045,1939,,195,,Sold,,,https://www.redfin.com/MO/Wildwood/338-Highway-109-63005/home/93485909,MARIS,22026674,N,Y,38.6402161,-90.6703004
PAST SALE,November-6-2018,Single Family Residential,226 Fick Farm Rd,Chesterfield,MO,63005,1100000,4,5.5,Wild Horse Heights Lts 3 & 4 Bdy Adj,4613,435600,1995,,238,38,Sold,,,https://www.redfin.com/MO/Chesterfield/226-Fick-Farm-Rd-63005/home/93477398,MARIS,18045399,N,Y,38.6507071,-90.6550361
PAST SALE,September-5-2019,Single Family Residential,950 Tara Oaks Dr,Chesterfield,MO,63005,1025000,4,4.5,Tara Estates,6375,22651,2005,,161,42,Sold,,,https://www.redfin.com/MO/Chesterfield/950-Tara-Oaks-Dr-63005/home/93324146,MARIS,19017381,N,Y,38.6527908,-90.6485912
PAST SALE,September-27-2018,Single Family Residential,1048 Keystone Trail Dr,Wildwood,MO,63005,489000,4,3.5,Wildhorse Village,3541,22651,1995,,138,67,Sold,,,https://www.redfin.com/MO/Wildwood/1048-Keystone-Trail-Dr-63005/home/62690113,MARIS,18015443,N,Y,38.6450179,-90.6468135
PAST SALE,January-8-2021,Single Family Residential,1619 Wildhorse Parkway Dr,Wildwood,MO,63005,399000,4,3.5,Wildhorse Village J Record Two,2994,23958,1993,,133,67,Sold,,,https://www.redfin.com/MO/Wildwood/1619-Wildhorse-Parkway-Dr-63005/home/93485184,MARIS,20042532,N,Y,38.6387289,-90.6431843
PAST SALE,July-13-2018,Single Family Residential,18042 Pine Cyn,Wildwood,MO,63005,919900,5,5.5,Pine Creek,6749,28314,1997,,136,42,Sold,,,https://www.redfin.com/MO/Wildwood/18042-Pine-Canyon-Ct-63005/home/93485611,MARIS,17094584,N,Y,38.6419491,-90.6535544
PAST SALE,April-17-2019,Single Family Residential,111 Grand Meridien Forest Ct,Wildwood,MO,63005,1995000,4,4.5,Arbor Trace,6182,193842,2012,,323,125,Sold,,,https://www.redfin.com/MO/Wildwood/111-Grand-Meridien-Forest-Dr-63005/home/93325925,MARIS,18069169,N,Y,38.6355173,-90.6535174
PAST SALE,September-4-2019,Single Family Residential,18019 Pine Canyon Ct,Wildwood,MO,63005,599900,4,4.5,Pine Creek,4635,27878,2000,,129,42,Sold,,,https://www.redfin.com/MO/Wildwood/18019-Pine-Canyon-Ct-63005/home/93485600,MARIS,19000130,N,Y,38.6430334,-90.6539733
PAST SALE,November-24-2020,Single Family Residential,18238 Canyon Forest Ct,Chesterfield,MO,63005,650000,4,3.0,Estates At Wildhorse Canyon,3982,47698,2012,,163,175,Sold,,,https://www.redfin.com/MO/Chesterfield/18238-Canyon-Forest-Ct-63005/home/93327512,MARIS,20000864,N,Y,38.6455874,-90.6622229
PAST SALE,August-14-2020,Single Family Residential,119 Grand Meridien Forest Dr,Wildwood,MO,63005,900000,4,4.0,Arbor Trace,6253,125017,2008,,144,,Sold,,,https://www.redfin.com/MO/Wildwood/119-Grand-Meridien-Forest-Dr-63005/home/92905626,MARIS,19040531,N,Y,38.6361337,-90.653184
PAST SALE,September-11-2020,Single Family Residential,18219 Hager Ln,Chesterfield,MO,63005,430000,5,4.0,Wildhorse Creek Forest,4831,140263,1988,,89,67,Sold,,,https://www.redfin.com/MO/Chesterfield/18219-Hager-Ln-63005/home/93485665,MARIS,19055960,N,Y,38.6483482,-90.6665949
PAST SALE,August-4-2020,Single Family Residential,18211 Wild Horse Crk,Chesterfield,MO,63005,1799000,5,7.0,Survey 164-45-3,7209,400752,1986,,250,29,Sold,,,https://www.redfin.com/MO/Chesterfield/18211-Wild-Horse-Creek-Rd-63005/home/93485661,MARIS,19013060,N,Y,38.6469108,-90.66
PAST SALE,,Single Family Residential,178 Fick Farm Rd,Chesterfield,MO,63005,148500,4,4.5,,5041,133294,2021,,29,,,,,https://www.redfin.com/MO/Chesterfield/178-Fick-Farm-Rd-63005/home/166938545,,,N,Y,38.649005,-90.659773
PAST SALE,,Single Family Residential,18332 Wild Horse Creek Rd,Wildwood,MO,63005,120000,2,2.0,,1464,73616,2022,,82,,,,,https://www.redfin.com/MO/Wildwood/18332-Wild-Horse-Creek-Rd-63005/home/93485635,,,N,Y,38.643099,-90.668445
PAST SALE,,Single Family Residential,18027 Tara Oaks Ct,Chesterfield,MO,63005,1156000,4,4.5,,5027,26136,1999,,230,,,,,https://www.redfin.com/MO/Chesterfield/18027-Tara-Oaks-Ct-63005/home/93627007,,,N,Y,38.6514092,-90.6465913
